filename;BB;
lastfm_1_topdown;(2000.0, 1641.94);
lastfm_2_topdown;(3768.29, 4000.0);
lastfm_3_topdown;(6000.0, 5876.63);
lastfm_4_topdown;(8000.0, 7888.42);
lastfm_5_topdown;(9380.71, 10000.0);
lastfm_6_topdown;(11339.24, 12000.0);
lastfm_7_topdown;(13248.439999999999, 14000.0);
lastfm_8_topdown;(15681.44, 16000.0);
