filename;crossings;uniformity_edge_length;stress;neighbors_preservation;labelsratio;totLabelsArea;bbox
Topics_Layer_8_drawing_improved;-1;-1;-1;-1;0.001055807886623118;15919682.976000028;(130822.62, 115256.82999999999)
