filename & crossings & uniformity_edge_length & stress & neighbors_preservation & labelsratio & totLabelsArea & bbox
T1&0&1.49&16015.92&0.44&23.36&1.55e+10& (32139 \times 20591 )
T2&0&1.75&127040.94&0.48&54.85&3.68e+10& (32252 \times 20791 )
T3&2&1.88&488093.32&0.48&88.05&6.02e+10& (32760 \times 20867 )
T4&2&1.95&865167.37&0.48&101.66&6.95e+10& (32760 \times 20867 )
T5&2&2.06&1923409.37&0.49&120.23&8.23e+10& (32799 \times 20876 )
T6&2&2.10&2590881.46&0.49&127.70&8.74e+10& (32799 \times 20876 )
