filename&crossings&uniformity\_edge\_length&stress&neighbors\_preservation&boundingbox\_ratio\_to\_labels&labels\_total\_area&bounding\_boxlblo;\\ \hline 
Topics_Layer_8_drawing&0&0.808&2351059.684&0.324&1.58E+06&3067.9591999999934&(74486.07000000027, 64901.50495134271)0;\\ \hline 
