date,tweeting_user,mentioned_user
2014-12-28 19:07:46,zebrerugby,benettonrugby
2014-12-28 19:18:28,benettonrugby,zebrerugby
2014-12-28 20:20:55,dragonsrugby,cardiff_blues
2014-12-28 20:37:33,dragonsrugby,cardiff_blues
2014-12-29 09:52:09,benettonrugby,zebrerugby
2014-12-29 13:20:37,dragonsrugby,cardiff_blues
2014-12-29 14:23:26,connachtrugby,munsterrugby
2014-12-29 17:08:52,connachtrugby,munsterrugby
2014-12-29 19:53:34,dragonsrugby,cardiff_blues
2014-12-30 08:08:56,zebrerugby,benettonrugby
2014-12-30 08:09:02,zebrerugby,benettonrugby
2014-12-30 08:20:22,zebrerugby,benettonrugby
2014-12-30 09:55:09,benettonrugby,zebrerugby
2014-12-30 10:43:05,benettonrugby,zebrerugby
2014-12-30 13:29:14,dragonsrugby,cardiff_blues
2014-12-30 13:32:08,dragonsrugby,cardiff_blues
2014-12-30 14:46:01,dragonsrugby,cardiff_blues
2014-12-30 14:55:39,ulsterrugby,leinsterrugby
2014-12-30 17:38:32,ulsterrugby,leinsterrugby
2014-12-31 14:02:08,dragonsrugby,cardiff_blues
2014-12-31 15:09:08,dragonsrugby,cardiff_blues
2014-12-31 17:33:42,dragonsrugby,cardiff_blues
2015-01-01 10:07:56,zebrerugby,benettonrugby
2015-01-01 10:23:21,zebrerugby,benettonrugby
2015-01-01 12:57:26,ulsterrugby,leinsterrugby
2015-01-02 08:28:51,zebrerugby,benettonrugby
2015-01-02 08:45:52,benettonrugby,zebrerugby
2015-01-02 10:41:56,benettonrugby,zebrerugby
2015-01-02 10:52:43,zebrerugby,benettonrugby
2015-01-02 11:54:48,benettonrugby,zebrerugby
2015-01-02 11:59:52,zebrerugby,benettonrugby
2015-01-02 12:01:32,zebrerugby,benettonrugby
2015-01-02 12:03:42,benettonrugby,zebrerugby
2015-01-02 12:06:30,benettonrugby,zebrerugby
2015-01-02 12:48:39,benettonrugby,zebrerugby
2015-01-02 12:55:54,zebrerugby,benettonrugby
2015-01-02 20:35:46,ulsterrugby,leinsterrugby
2015-01-03 07:20:44,benettonrugby,zebrerugby
2015-01-03 08:41:12,ulsterrugby,leinsterrugby
2015-01-03 08:48:47,benettonrugby,zebrerugby
2015-01-03 09:29:18,zebrerugby,benettonrugby
2015-01-03 09:29:26,zebrerugby,benettonrugby
2015-01-03 09:31:28,zebrerugby,benettonrugby
2015-01-03 09:55:41,ulsterrugby,leinsterrugby
2015-01-03 10:19:41,ulsterrugby,leinsterrugby
2015-01-03 11:50:21,benettonrugby,zebrerugby
2015-01-03 12:59:18,zebrerugby,benettonrugby
2015-01-03 13:00:46,zebrerugby,benettonrugby
2015-01-03 13:34:11,zebrerugby,benettonrugby
2015-01-03 13:46:46,zebrerugby,ospreys
2015-01-03 13:46:46,zebrerugby,scarlets_rugby
2015-01-03 13:46:57,zebrerugby,benettonrugby
2015-01-03 14:00:22,zebrerugby,benettonrugby
2015-01-03 14:12:18,zebrerugby,benettonrugby
2015-01-03 14:16:04,zebrerugby,benettonrugby
2015-01-03 14:18:00,zebrerugby,benettonrugby
2015-01-03 14:21:33,zebrerugby,benettonrugby
2015-01-03 14:26:24,zebrerugby,benettonrugby
2015-01-03 14:28:59,zebrerugby,benettonrugby
2015-01-03 14:46:40,zebrerugby,benettonrugby
2015-01-03 15:05:55,zebrerugby,benettonrugby
2015-01-03 15:44:24,zebrerugby,benettonrugby
2015-01-03 15:48:03,zebrerugby,benettonrugby
2015-01-03 15:55:53,zebrerugby,benettonrugby
2015-01-03 15:56:51,zebrerugby,benettonrugby
2015-01-03 16:28:43,zebrerugby,benettonrugby
2015-01-03 16:36:40,benettonrugby,zebrerugby
2015-01-03 16:58:40,zebrerugby,benettonrugby
2015-01-03 17:48:48,ulsterrugby,leinsterrugby
2015-01-03 18:44:11,benettonrugby,zebrerugby
2015-01-03 21:36:31,zebrerugby,benettonrugby
2015-01-04 11:23:34,benettonrugby,zebrerugby
2015-01-04 13:31:32,zebrerugby,benettonrugby
2015-01-05 07:17:02,benettonrugby,ulsterrugby
2015-01-05 11:07:15,zebrerugby,munsterrugby
2015-01-05 12:51:47,dragonsrugby,cardiff_blues
2015-01-05 15:00:09,cardiff_blues,dragonsrugby
2015-01-06 13:01:43,benettonrugby,ulsterrugby
2015-01-06 13:46:47,zebrerugby,munsterrugby
2015-01-07 09:19:50,zebrerugby,munsterrugby
2015-01-07 14:11:14,dragonsrugby,cardiff_blues
2015-01-07 15:46:15,benettonrugby,zebrerugby
2015-01-07 18:33:43,cardiff_blues,dragonsrugby
2015-01-07 19:33:32,cardiff_blues,dragonsrugby
2015-01-08 17:12:30,zebrerugby,munsterrugby
2015-01-09 12:08:11,cardiff_blues,leinsterrugby
2015-01-09 12:08:14,zebrerugby,munsterrugby
2015-01-09 12:34:33,dragonsrugby,ospreys
2015-01-09 13:13:18,zebrerugby,munsterrugby
2015-01-09 16:46:22,cardiff_blues,leinsterrugby
2015-01-09 19:13:14,connachtrugby,edinburghrugby
2015-01-09 21:31:22,edinburghrugby,connachtrugby
2015-01-09 21:43:57,edinburghrugby,glasgowwarriors
2015-01-09 21:46:40,edinburghrugby,connachtrugby
2015-01-09 22:13:40,edinburghrugby,connachtrugby
2015-01-09 23:45:33,edinburghrugby,connachtrugby
2015-01-09 23:52:20,edinburghrugby,connachtrugby
2015-01-10 08:32:09,zebrerugby,munsterrugby
2015-01-10 08:35:40,zebrerugby,munsterrugby
2015-01-10 08:37:47,zebrerugby,munsterrugby
2015-01-10 09:39:52,edinburghrugby,connachtrugby
2015-01-10 11:39:59,zebrerugby,munsterrugby
2015-01-10 13:03:48,zebrerugby,munsterrugby
2015-01-10 14:43:12,edinburghrugby,connachtrugby
2015-01-10 14:56:08,zebrerugby,munsterrugby
2015-01-10 14:56:17,zebrerugby,munsterrugby
2015-01-10 15:00:01,zebrerugby,munsterrugby
2015-01-10 15:11:22,zebrerugby,munsterrugby
2015-01-10 15:20:24,zebrerugby,munsterrugby
2015-01-10 15:37:58,zebrerugby,munsterrugby
2015-01-10 15:44:16,zebrerugby,munsterrugby
2015-01-10 15:51:11,zebrerugby,munsterrugby
2015-01-10 16:11:33,zebrerugby,munsterrugby
2015-01-10 16:24:58,zebrerugby,munsterrugby
2015-01-10 16:29:48,zebrerugby,munsterrugby
2015-01-10 16:48:41,zebrerugby,munsterrugby
2015-01-10 16:54:06,zebrerugby,munsterrugby
2015-01-10 16:59:10,benettonrugby,zebrerugby
2015-01-10 16:59:50,zebrerugby,munsterrugby
2015-01-10 17:15:37,zebrerugby,munsterrugby
2015-01-10 17:16:09,zebrerugby,munsterrugby
2015-01-10 18:25:30,zebrerugby,munsterrugby
2015-01-10 20:18:35,cardiff_blues,leinsterrugby
2015-01-11 09:01:57,benettonrugby,ospreys
2015-01-11 09:09:24,benettonrugby,ospreys
2015-01-11 12:03:30,benettonrugby,ulsterrugby
2015-01-11 12:26:29,cardiff_blues,leinsterrugby
2015-01-11 15:07:52,dragonsrugby,ospreys
2015-01-12 09:26:53,zebrerugby,munsterrugby
2015-01-12 15:36:05,zebrerugby,munsterrugby
2015-01-12 17:26:19,edinburghrugby,connachtrugby
2015-01-13 13:00:52,connachtrugby,leinsterrugby
2015-01-14 10:47:44,cardiff_blues,ospreys
2015-01-14 13:53:07,connachtrugby,leinsterrugby
2015-01-14 19:49:36,cardiff_blues,ospreys
2015-01-14 20:13:15,cardiff_blues,ospreys
2015-01-14 20:16:13,cardiff_blues,ospreys
2015-01-14 20:24:09,cardiff_blues,ospreys
2015-01-14 21:13:29,cardiff_blues,ospreys
2015-01-14 21:27:10,cardiff_blues,ospreys
2015-01-16 11:55:21,ulsterrugby,leinsterrugby
2015-01-16 11:55:21,ulsterrugby,munsterrugby
2015-01-16 11:55:21,ulsterrugby,connachtrugby
2015-01-17 11:04:22,edinburghrugby,glasgowwarriors
2015-01-17 11:59:33,edinburghrugby,glasgowwarriors
2015-01-17 13:02:14,ulsterrugby,leinsterrugby
2015-01-17 13:02:14,ulsterrugby,munsterrugby
2015-01-17 13:02:14,ulsterrugby,connachtrugby
2015-01-19 15:35:15,ulsterrugby,leinsterrugby
2015-01-19 15:35:15,ulsterrugby,cardiff_blues
2015-01-20 09:19:05,dragonsrugby,cardiff_blues
2015-01-20 09:19:05,dragonsrugby,ospreys
2015-01-20 09:19:05,dragonsrugby,scarlets_rugby
2015-01-20 11:46:43,dragonsrugby,ospreys
2015-01-21 18:35:17,cardiff_blues,scarlets_rugby
2015-01-23 23:06:48,edinburghrugby,glasgowwarriors
2015-01-24 19:35:37,ulsterrugby,connachtrugby
2015-01-24 21:29:09,cardiff_blues,connachtrugby
2015-01-24 21:29:10,cardiff_blues,dragonsrugby
2015-01-24 21:29:10,cardiff_blues,edinburghrugby
2015-01-24 23:22:33,dragonsrugby,cardiff_blues
2015-01-24 23:22:33,dragonsrugby,edinburghrugby
2015-01-25 16:44:46,edinburghrugby,glasgowwarriors
2015-01-25 17:23:57,dragonsrugby,cardiff_blues
2015-01-25 17:23:57,dragonsrugby,edinburghrugby
2015-01-25 17:24:25,munsterrugby,leinsterrugby
2015-01-25 17:24:53,edinburghrugby,cardiff_blues
2015-01-25 17:24:53,edinburghrugby,dragonsrugby
2015-01-25 17:29:09,munsterrugby,connachtrugby
2015-01-25 17:31:24,connachtrugby,munsterrugby
2015-01-26 12:00:06,zebrerugby,ulsterrugby
2015-01-26 12:16:38,cardiff_blues,ulsterrugby
2015-01-26 12:20:15,benettonrugby,ulsterrugby
2015-01-26 13:30:03,ulsterrugby,leinsterrugby
2015-01-26 13:35:25,benettonrugby,ulsterrugby
2015-01-28 16:45:14,cardiff_blues,dragonsrugby
2015-01-29 11:20:38,zebrerugby,glasgowwarriors
2015-01-29 17:14:04,zebrerugby,ospreys
2015-02-03 10:18:47,dragonsrugby,ulsterrugby
2015-02-03 10:28:15,benettonrugby,ulsterrugby
2015-02-03 10:50:41,zebrerugby,ulsterrugby
2015-02-03 15:51:41,munsterrugby,leinsterrugby
2015-02-04 16:54:24,connachtrugby,ulsterrugby
2015-02-04 16:57:44,munsterrugby,connachtrugby
2015-02-04 17:03:30,zebrerugby,glasgowwarriors
2015-02-04 17:30:18,cardiff_blues,scarlets_rugby
2015-02-04 22:11:04,cardiff_blues,scarlets_rugby
2015-02-05 12:31:44,ulsterrugby,connachtrugby
2015-02-05 15:10:55,benettonrugby,zebrerugby
2015-02-05 21:22:31,ulsterrugby,connachtrugby
2015-02-06 12:27:35,connachtrugby,ulsterrugby
2015-02-06 15:14:17,ulsterrugby,leinsterrugby
2015-02-06 15:25:25,cardiff_blues,dragonsrugby
2015-02-06 15:59:48,dragonsrugby,cardiff_blues
2015-02-06 16:45:54,cardiff_blues,dragonsrugby
2015-02-07 11:03:36,zebrerugby,benettonrugby
2015-02-09 15:06:03,connachtrugby,scarlets_rugby
2015-02-09 16:41:08,zebrerugby,glasgowwarriors
2015-02-10 07:52:42,benettonrugby,zebrerugby
2015-02-10 12:01:10,dragonsrugby,connachtrugby
2015-02-10 13:08:19,benettonrugby,ulsterrugby
2015-02-10 14:13:47,zebrerugby,glasgowwarriors
2015-02-10 16:03:33,cardiff_blues,dragonsrugby
2015-02-10 16:44:43,cardiff_blues,dragonsrugby
2015-02-10 17:14:16,zebrerugby,glasgowwarriors
2015-02-10 23:28:15,edinburghrugby,ospreys
2015-02-10 23:29:56,edinburghrugby,ospreys
2015-02-10 23:30:23,edinburghrugby,ospreys
2015-02-11 10:31:03,cardiff_blues,dragonsrugby
2015-02-11 13:50:23,benettonrugby,zebrerugby
2015-02-11 14:11:03,zebrerugby,benettonrugby
2015-02-11 23:14:20,edinburghrugby,ospreys
2015-02-12 11:01:55,benettonrugby,ulsterrugby
2015-02-12 13:04:17,zebrerugby,glasgowwarriors
2015-02-12 15:05:22,zebrerugby,glasgowwarriors
2015-02-12 16:02:27,zebrerugby,glasgowwarriors
2015-02-12 18:05:51,edinburghrugby,ospreys
2015-02-13 09:05:11,zebrerugby,glasgowwarriors
2015-02-13 09:29:44,connachtrugby,scarlets_rugby
2015-02-13 09:50:27,edinburghrugby,ospreys
2015-02-13 10:15:35,edinburghrugby,ospreys
2015-02-13 10:34:05,benettonrugby,ulsterrugby
2015-02-13 10:34:39,benettonrugby,cardiff_blues
2015-02-13 10:42:40,zebrerugby,glasgowwarriors
2015-02-13 11:54:04,zebrerugby,glasgowwarriors
2015-02-13 12:44:32,zebrerugby,glasgowwarriors
2015-02-13 13:02:24,zebrerugby,glasgowwarriors
2015-02-13 16:12:25,edinburghrugby,ospreys
2015-02-13 16:59:15,zebrerugby,glasgowwarriors
2015-02-13 18:57:03,edinburghrugby,ospreys
2015-02-13 18:58:11,edinburghrugby,ospreys
2015-02-13 19:36:55,benettonrugby,ulsterrugby
2015-02-13 19:56:38,ulsterrugby,benettonrugby
2015-02-13 20:26:12,benettonrugby,ulsterrugby
2015-02-13 21:59:04,ulsterrugby,benettonrugby
2015-02-14 09:16:10,munsterrugby,cardiff_blues
2015-02-14 13:08:37,edinburghrugby,ospreys
2015-02-14 13:26:13,edinburghrugby,ospreys
2015-02-14 19:36:35,munsterrugby,cardiff_blues
2015-02-14 20:07:48,munsterrugby,cardiff_blues
2015-02-14 21:22:03,cardiff_blues,munsterrugby
2015-02-14 21:22:03,cardiff_blues,benettonrugby
2015-02-15 08:52:12,zebrerugby,glasgowwarriors
2015-02-15 08:53:16,zebrerugby,glasgowwarriors
2015-02-15 12:31:45,connachtrugby,scarlets_rugby
2015-02-15 12:43:35,zebrerugby,glasgowwarriors
2015-02-15 12:58:19,zebrerugby,glasgowwarriors
2015-02-15 12:59:16,zebrerugby,glasgowwarriors
2015-02-15 13:06:37,zebrerugby,glasgowwarriors
2015-02-15 13:07:50,zebrerugby,glasgowwarriors
2015-02-15 13:12:50,zebrerugby,glasgowwarriors
2015-02-15 13:15:27,zebrerugby,glasgowwarriors
2015-02-15 13:21:30,zebrerugby,glasgowwarriors
2015-02-15 13:30:36,zebrerugby,glasgowwarriors
2015-02-15 13:42:25,zebrerugby,glasgowwarriors
2015-02-15 13:46:39,zebrerugby,glasgowwarriors
2015-02-15 13:50:02,zebrerugby,glasgowwarriors
2015-02-15 14:18:14,zebrerugby,glasgowwarriors
2015-02-15 14:32:37,zebrerugby,glasgowwarriors
2015-02-15 14:42:18,zebrerugby,glasgowwarriors
2015-02-15 14:50:38,zebrerugby,glasgowwarriors
2015-02-15 14:57:54,zebrerugby,glasgowwarriors
2015-02-15 16:16:55,zebrerugby,glasgowwarriors
2015-02-16 09:51:14,zebrerugby,glasgowwarriors
2015-02-16 14:30:24,benettonrugby,zebrerugby
2015-02-16 14:59:53,zebrerugby,benettonrugby
2015-02-16 16:52:42,dragonsrugby,connachtrugby
2015-02-16 21:46:35,edinburghrugby,glasgowwarriors
2015-02-16 21:46:35,edinburghrugby,ospreys
2015-02-17 12:50:38,zebrerugby,leinsterrugby
2015-02-17 13:38:38,benettonrugby,cardiff_blues
2015-02-17 14:37:28,zebrerugby,leinsterrugby
2015-02-17 15:16:34,zebrerugby,glasgowwarriors
2015-02-17 16:17:29,connachtrugby,dragonsrugby
2015-02-18 09:52:53,edinburghrugby,ulsterrugby
2015-02-18 10:40:02,dragonsrugby,connachtrugby
2015-02-18 11:57:31,cardiff_blues,dragonsrugby
2015-02-18 12:11:15,zebrerugby,leinsterrugby
2015-02-18 14:28:34,edinburghrugby,ospreys
2015-02-18 14:29:11,edinburghrugby,ospreys
2015-02-18 15:29:26,edinburghrugby,ulsterrugby
2015-02-18 16:27:48,ulsterrugby,scarlets_rugby
2015-02-19 08:48:52,zebrerugby,leinsterrugby
2015-02-19 09:17:17,dragonsrugby,connachtrugby
2015-02-19 10:21:13,benettonrugby,cardiff_blues
2015-02-19 11:44:13,munsterrugby,scarlets_rugby
2015-02-19 11:56:49,edinburghrugby,ulsterrugby
2015-02-19 12:03:17,zebrerugby,leinsterrugby
2015-02-19 12:04:46,ulsterrugby,edinburghrugby
2015-02-19 12:11:18,benettonrugby,cardiff_blues
2015-02-19 12:20:33,zebrerugby,leinsterrugby
2015-02-19 12:59:49,ulsterrugby,edinburghrugby
2015-02-19 15:02:31,connachtrugby,leinsterrugby
2015-02-19 16:40:30,ulsterrugby,scarlets_rugby
2015-02-19 16:45:22,zebrerugby,leinsterrugby
2015-02-20 09:25:47,edinburghrugby,ulsterrugby
2015-02-20 11:01:34,zebrerugby,leinsterrugby
2015-02-20 12:00:32,connachtrugby,dragonsrugby
2015-02-20 15:55:43,zebrerugby,leinsterrugby
2015-02-20 15:56:42,zebrerugby,benettonrugby
2015-02-20 16:46:46,dragonsrugby,cardiff_blues
2015-02-20 18:04:55,edinburghrugby,ulsterrugby
2015-02-20 18:41:37,benettonrugby,cardiff_blues
2015-02-20 19:04:17,cardiff_blues,benettonrugby
2015-02-20 19:04:22,benettonrugby,cardiff_blues
2015-02-20 19:24:45,benettonrugby,cardiff_blues
2015-02-20 19:34:28,zebrerugby,leinsterrugby
2015-02-20 19:35:14,zebrerugby,leinsterrugby
2015-02-20 19:48:39,zebrerugby,leinsterrugby
2015-02-20 19:56:25,benettonrugby,cardiff_blues
2015-02-20 19:59:42,zebrerugby,leinsterrugby
2015-02-20 20:00:02,zebrerugby,leinsterrugby
2015-02-20 20:02:04,zebrerugby,leinsterrugby
2015-02-20 20:06:12,zebrerugby,leinsterrugby
2015-02-20 20:12:50,zebrerugby,leinsterrugby
2015-02-20 20:17:01,zebrerugby,leinsterrugby
2015-02-20 20:22:01,zebrerugby,leinsterrugby
2015-02-20 20:26:25,zebrerugby,leinsterrugby
2015-02-20 20:26:34,zebrerugby,leinsterrugby
2015-02-20 20:44:13,edinburghrugby,ulsterrugby
2015-02-20 20:44:13,edinburghrugby,glasgowwarriors
2015-02-20 20:46:29,zebrerugby,leinsterrugby
2015-02-20 20:54:45,zebrerugby,leinsterrugby
2015-02-20 20:57:48,zebrerugby,leinsterrugby
2015-02-20 21:08:23,zebrerugby,leinsterrugby
2015-02-20 21:21:32,benettonrugby,cardiff_blues
2015-02-20 21:29:28,zebrerugby,leinsterrugby
2015-02-20 21:37:26,zebrerugby,leinsterrugby
2015-02-20 21:38:30,ulsterrugby,edinburghrugby
2015-02-20 22:17:09,dragonsrugby,cardiff_blues
2015-02-20 22:17:09,dragonsrugby,connachtrugby
2015-02-20 22:17:09,dragonsrugby,benettonrugby
2015-02-21 00:17:41,benettonrugby,cardiff_blues
2015-02-21 09:33:53,munsterrugby,scarlets_rugby
2015-02-21 11:17:19,zebrerugby,leinsterrugby
2015-02-21 11:50:30,connachtrugby,dragonsrugby
2015-02-21 16:39:57,munsterrugby,scarlets_rugby
2015-02-21 16:53:39,munsterrugby,glasgowwarriors
2015-02-21 19:08:21,zebrerugby,dragonsrugby
2015-02-22 17:30:49,dragonsrugby,connachtrugby
2015-02-23 09:08:40,zebrerugby,leinsterrugby
2015-02-23 14:15:05,zebrerugby,dragonsrugby
2015-02-23 14:59:15,dragonsrugby,cardiff_blues
2015-02-23 15:25:47,ulsterrugby,scarlets_rugby
2015-02-23 15:50:37,zebrerugby,dragonsrugby
2015-02-24 10:56:09,benettonrugby,edinburghrugby
2015-02-24 10:57:12,benettonrugby,edinburghrugby
2015-02-24 12:26:29,zebrerugby,dragonsrugby
2015-02-24 12:40:17,benettonrugby,connachtrugby
2015-02-24 15:37:59,zebrerugby,dragonsrugby
2015-02-24 16:16:24,ulsterrugby,scarlets_rugby
2015-02-24 16:22:02,ulsterrugby,scarlets_rugby
2015-02-24 18:49:15,ulsterrugby,scarlets_rugby
2015-02-24 18:49:25,ulsterrugby,scarlets_rugby
2015-02-24 18:50:43,ulsterrugby,scarlets_rugby
2015-02-25 14:34:59,zebrerugby,dragonsrugby
2015-02-25 15:41:44,zebrerugby,dragonsrugby
2015-02-25 19:00:17,ulsterrugby,scarlets_rugby
2015-02-26 16:13:05,dragonsrugby,cardiff_blues
2015-02-27 10:02:39,connachtrugby,benettonrugby
2015-02-27 11:58:15,benettonrugby,glasgowwarriors
2015-02-27 11:59:27,benettonrugby,glasgowwarriors
2015-02-27 12:18:31,benettonrugby,connachtrugby
2015-02-27 12:33:44,zebrerugby,dragonsrugby
2015-02-27 12:52:30,ulsterrugby,scarlets_rugby
2015-02-27 17:52:58,munsterrugby,leinsterrugby
2015-02-27 18:56:58,ulsterrugby,scarlets_rugby
2015-02-27 19:55:48,ulsterrugby,scarlets_rugby
2015-02-27 21:08:09,ulsterrugby,scarlets_rugby
2015-02-27 21:22:32,ulsterrugby,scarlets_rugby
2015-02-27 22:41:21,ulsterrugby,scarlets_rugby
2015-02-28 09:15:42,munsterrugby,glasgowwarriors
2015-02-28 16:10:04,zebrerugby,dragonsrugby
2015-02-28 21:29:30,munsterrugby,glasgowwarriors
2015-03-01 07:30:25,edinburghrugby,cardiff_blues
2015-03-01 09:07:03,zebrerugby,dragonsrugby
2015-03-01 11:43:47,zebrerugby,dragonsrugby
2015-03-01 12:42:37,dragonsrugby,zebrerugby
2015-03-01 13:48:32,zebrerugby,dragonsrugby
2015-03-01 16:58:29,zebrerugby,dragonsrugby
2015-03-01 17:02:55,zebrerugby,dragonsrugby
2015-03-01 17:11:32,benettonrugby,connachtrugby
2015-03-01 17:18:35,benettonrugby,connachtrugby
2015-03-01 17:23:44,zebrerugby,dragonsrugby
2015-03-01 17:28:00,zebrerugby,dragonsrugby
2015-03-01 17:36:04,zebrerugby,dragonsrugby
2015-03-01 17:39:24,benettonrugby,connachtrugby
2015-03-01 17:49:42,zebrerugby,dragonsrugby
2015-03-01 18:02:21,benettonrugby,connachtrugby
2015-03-01 18:34:13,zebrerugby,dragonsrugby
2015-03-01 18:36:42,zebrerugby,dragonsrugby
2015-03-01 18:42:25,zebrerugby,dragonsrugby
2015-03-01 18:52:06,zebrerugby,dragonsrugby
2015-03-01 18:53:40,zebrerugby,dragonsrugby
2015-03-01 19:25:45,zebrerugby,dragonsrugby
2015-03-01 19:26:15,zebrerugby,dragonsrugby
2015-03-01 19:45:02,zebrerugby,dragonsrugby
2015-03-02 10:25:52,zebrerugby,dragonsrugby
2015-03-02 14:34:12,cardiff_blues,connachtrugby
2015-03-02 14:43:10,dragonsrugby,ulsterrugby
2015-03-02 14:58:55,dragonsrugby,leinsterrugby
2015-03-02 14:58:55,dragonsrugby,ulsterrugby
2015-03-02 17:12:30,zebrerugby,glasgowwarriors
2015-03-02 17:56:11,cardiff_blues,edinburghrugby
2015-03-03 08:05:16,benettonrugby,zebrerugby
2015-03-03 08:39:51,dragonsrugby,cardiff_blues
2015-03-03 08:39:51,dragonsrugby,ospreys
2015-03-03 08:39:51,dragonsrugby,scarlets_rugby
2015-03-03 09:12:16,dragonsrugby,ulsterrugby
2015-03-03 09:23:13,dragonsrugby,ulsterrugby
2015-03-03 09:28:57,dragonsrugby,ulsterrugby
2015-03-03 12:46:56,dragonsrugby,ulsterrugby
2015-03-03 13:30:27,connachtrugby,cardiff_blues
2015-03-03 14:17:17,benettonrugby,edinburghrugby
2015-03-03 14:53:44,cardiff_blues,edinburghrugby
2015-03-03 14:54:45,zebrerugby,glasgowwarriors
2015-03-03 15:08:39,benettonrugby,zebrerugby
2015-03-03 17:15:39,zebrerugby,dragonsrugby
2015-03-04 10:30:56,zebrerugby,glasgowwarriors
2015-03-04 16:41:24,zebrerugby,glasgowwarriors
2015-03-05 11:55:05,connachtrugby,cardiff_blues
2015-03-05 12:02:17,zebrerugby,glasgowwarriors
2015-03-05 12:39:04,zebrerugby,glasgowwarriors
2015-03-05 15:44:35,dragonsrugby,ulsterrugby
2015-03-05 17:50:20,zebrerugby,glasgowwarriors
2015-03-05 18:02:22,connachtrugby,cardiff_blues
2015-03-06 09:39:01,zebrerugby,glasgowwarriors
2015-03-06 11:58:46,benettonrugby,edinburghrugby
2015-03-06 12:01:36,ulsterrugby,dragonsrugby
2015-03-06 12:07:17,dragonsrugby,ulsterrugby
2015-03-06 14:11:34,dragonsrugby,cardiff_blues
2015-03-06 14:35:30,connachtrugby,cardiff_blues
2015-03-06 15:45:46,zebrerugby,glasgowwarriors
2015-03-06 17:17:10,cardiff_blues,connachtrugby
2015-03-06 18:41:03,cardiff_blues,connachtrugby
2015-03-06 18:51:49,zebrerugby,glasgowwarriors
2015-03-06 18:52:51,zebrerugby,glasgowwarriors
2015-03-06 18:56:59,zebrerugby,glasgowwarriors
2015-03-06 19:05:02,zebrerugby,glasgowwarriors
2015-03-06 21:24:30,zebrerugby,glasgowwarriors
2015-03-07 09:26:50,munsterrugby,ospreys
2015-03-07 16:44:40,munsterrugby,ospreys
2015-03-07 17:41:41,benettonrugby,edinburghrugby
2015-03-07 17:54:36,edinburghrugby,glasgowwarriors
2015-03-07 18:51:03,benettonrugby,edinburghrugby
2015-03-08 09:14:42,dragonsrugby,ulsterrugby
2015-03-08 15:53:44,dragonsrugby,ulsterrugby
2015-03-08 16:38:45,ulsterrugby,dragonsrugby
2015-03-08 16:38:52,ulsterrugby,dragonsrugby
2015-03-08 18:35:41,dragonsrugby,ulsterrugby
2015-03-08 20:03:56,dragonsrugby,ulsterrugby
2015-03-09 10:48:15,zebrerugby,glasgowwarriors
2015-03-09 14:30:14,benettonrugby,dragonsrugby
2015-03-09 14:31:48,benettonrugby,dragonsrugby
2015-03-11 09:52:46,dragonsrugby,cardiff_blues
2015-03-11 11:09:59,cardiff_blues,connachtrugby
2015-03-11 11:36:39,dragonsrugby,leinsterrugby
2015-03-11 11:36:39,dragonsrugby,edinburghrugby
2015-03-13 13:34:08,zebrerugby,benettonrugby
2015-03-15 14:44:03,zebrerugby,benettonrugby
2015-03-17 12:44:35,zebrerugby,ospreys
2015-03-19 16:03:52,munsterrugby,ulsterrugby
2015-03-19 18:44:41,munsterrugby,ulsterrugby
2015-03-19 21:12:20,dragonsrugby,cardiff_blues
2015-03-20 11:56:11,dragonsrugby,cardiff_blues
2015-03-20 14:10:27,dragonsrugby,cardiff_blues
2015-03-20 16:58:24,ulsterrugby,leinsterrugby
2015-03-20 16:58:24,ulsterrugby,cardiff_blues
2015-03-20 21:26:22,dragonsrugby,cardiff_blues
2015-03-21 01:15:25,dragonsrugby,cardiff_blues
2015-03-21 01:19:26,dragonsrugby,cardiff_blues
2015-03-21 01:22:11,dragonsrugby,cardiff_blues
2015-03-21 15:41:48,ulsterrugby,leinsterrugby
2015-03-22 12:50:51,dragonsrugby,cardiff_blues
2015-03-23 09:20:44,dragonsrugby,cardiff_blues
2015-03-23 11:15:30,zebrerugby,ospreys
2015-03-23 11:40:20,benettonrugby,zebrerugby
2015-03-23 15:02:20,connachtrugby,munsterrugby
2015-03-24 10:34:28,zebrerugby,ospreys
2015-03-24 10:59:43,edinburghrugby,scarlets_rugby
2015-03-24 14:34:33,dragonsrugby,benettonrugby
2015-03-24 14:50:48,benettonrugby,dragonsrugby
2015-03-25 10:52:48,ulsterrugby,leinsterrugby
2015-03-25 11:12:39,benettonrugby,glasgowwarriors
2015-03-25 11:19:30,benettonrugby,glasgowwarriors
2015-03-25 11:23:15,benettonrugby,zebrerugby
2015-03-25 11:31:15,benettonrugby,cardiff_blues
2015-03-25 12:12:01,connachtrugby,ospreys
2015-03-25 14:11:20,benettonrugby,scarlets_rugby
2015-03-25 15:09:05,leinsterrugby,glasgowwarriors
2015-03-25 22:58:14,edinburghrugby,scarlets_rugby
2015-03-26 11:28:34,munsterrugby,connachtrugby
2015-03-26 12:03:18,leinsterrugby,glasgowwarriors
2015-03-26 12:33:14,ulsterrugby,cardiff_blues
2015-03-26 13:03:36,zebrerugby,ospreys
2015-03-26 14:57:23,zebrerugby,ospreys
2015-03-26 15:42:34,zebrerugby,ospreys
2015-03-26 17:54:19,edinburghrugby,scarlets_rugby
