filename&uniformity\_edge\_length&stress&boundingbox\_ratio\_to\_labels&lblo;\\ \hline 
$T_1$&0.46&6844.887&1590&0&\\ \hline 
$T_2$&0.63&54857.244&760&0&\\ \hline 
$T_3$&0.71&213369.348&466&0&\\ \hline 
$T_4$&0.74&376005.941&405&0&\\ \hline 
$T_5$&0.76&842806.648&346&0&\\ \hline 
$T_6$&0.77&1141010.69&326&0&\\ \hline 
$T_7$&0.78&1680726.167&303&0&\\ \hline 
T8&0.792&2326448.477&2.87E+02&0&\\ \hline 
